"SYMBOL","ENTREZID"
"NSUN6","221078"
"NTNG2","84628"
"KRT28","162605"
"EIF4EBP3","8637"
"RHAG","6005"
"PCCA","5095"
"MAPK4","5596"
"KDM2B","84678"
"CPB2","1361"
"HOOK1","51361"
"MSH3","4437"
"USP37","57695"
"CPA6","57094"
"NDUFAF5","79133"
"SNX24","28966"
"CEACAM8","1088"
"TTLL13",NA
"ZXDC","79364"
"LRRC18","474354"
"TVP23A","780776"
"CYP26A1","1592"
"ZNF142","7701"
"CAPN8","388743"
"OR14J1","442191"
"STK10","6793"
"TNRC6B","23112"
"CARKD",NA
"TRIM22","10346"
"MIDN","90007"
"PENK","5179"
"FAM65B",NA
"KRT13","3860"
"UBE2Q1","55585"
"NDUFA9","4704"
"LMNA","4000"
"MTMR7","9108"
"CST5","1473"
"NMRAL1","57407"
"DYRK1B","9149"
"METAP1D","254042"
"CALN1","83698"
"CLCN7","1186"
"C20orf27","54976"
"STK38L","23012"
"EXO1","9156"
"SKAP1","8631"
"PRAME","23532"
"TLL2","7093"
"SNX10","29887"
"MYO9A","4649"
"ERI3","79033"
"RNF167","26001"
"FCRLA","84824"
"SCML4","256380"
"HIVEP2","3097"
"CACNA1G","8913"
"FAM198B",NA
"IFT43","112752"
"ATPAF1","64756"
"CNOT10","25904"
"NT5DC3","51559"
"DRAXIN","374946"
"ADAMTS12","81792"
"NUDT1","4521"
"RBMXL3","139804"
"CD1A","909"
"DBNL","28988"
"RNF130","55819"
"ARFGEF1","10565"
"MAOA","4128"
"ZNF367","195828"
"TXNDC5","81567"
"FICD","11153"
"CMKLR1","1240"
"RAB31","11031"
"PLXNA2","5362"
"NFKBID","84807"
"PPP3R2","5535"
"USP24","23358"
"MIER1","57708"
"C11orf21","29125"
"CNDP1","84735"
"FAM135A","57579"
"BLNK","29760"
"IL2RA","3559"
"TMEM184B","25829"
"KIFAP3","22920"
"COL4A4","1286"
"TMEM259","91304"
"RAP1GDS1","5910"
"SYNJ2BP","55333"
"DIS3L2","129563"
"FREM2","341640"
"ZNF530","348327"
"CYP4F11","57834"
"RTP4","64108"
"RFX4","5992"
"STK11","6794"
"GPR180","160897"
"WTIP","126374"
"C2CD4C","126567"
"SNX17","9784"
"ATXN1L","342371"
"KRTDAP","388533"
"KDR","3791"
"FCHO1","23149"
"RUFY1","80230"
"CCDC141","285025"
"OR5B21","219968"
"TOX","9760"
"SHISA9","729993"
"C12orf50","160419"
"UBL7","84993"
"FHL1","2273"
"PDE8B","8622"
"ALMS1","7840"
"FAM26E",NA
"HCN1","348980"
"C16orf70","80262"
"KLK1","3816"
"C12orf4","57102"
"MSH5","4439"
"AP2M1","1173"
"IRS1","3667"
"SMYD4","114826"
"SIPA1L1","26037"
"RGS9BP","388531"
"MYEF2","50804"
"SIK3","23387"
"MINA",NA
"RCOR3","55758"
"USP2","9099"
"CABIN1","23523"
"RBM6","10180"
"SLC25A35","399512"
"MLNR","2862"
"TMEM53","79639"
"MAP3K13","9175"
"RSPO1","284654"
"RAD51AP1","10635"
"EMD","2010"
"VNN2","8875"
"ADAP1","11033"
"RBKS","64080"
"MTSS1L",NA
"SSR1","6745"
"XK","7504"
"SAMD8","142891"
"TDRD1","56165"
"GPR35","2859"
"AGPAT1","10554"
"NT5C2","22978"
"ACAP2","23527"
"RCBTB2","1102"
"SLC22A14","9389"
"CCDC65","85478"
"DMRT2","10655"
"OPN3","23596"
"HMG20A","10363"
"FOXO6","100132074"
"KCNMB4","27345"
"ACTL7B","10880"
"MMP16","4325"
"CHST8","64377"
"AURKC","6795"
"SPIN1","10927"
"ACVR1","90"
"ARMCX3","51566"
"DPYSL4","10570"
"PPIG","9360"
"CSTF2","1478"
"MRM1","79922"
"HEATR5B","54497"
"SLC7A8","23428"
"C11orf16","56673"
"BPIFC","254240"
"ENTPD6","955"
"OR6V1","346517"
"MVP","9961"
"CPNE9","151835"
"FBXO7","25793"
"CDH20","28316"
"ASB5","140458"
"PTPN18","26469"
"ASL","435"
"TMED6","146456"
"RFPL4B","442247"
"IQSEC3","440073"
"HHIP","64399"
"AK5","26289"
"PFN4","375189"
"BRSK1","84446"
"ZNF497","162968"
"ADCY8","114"
"C19orf59",NA
"TRIM25","7706"
"TMEM135","65084"
"TRAF3IP3","80342"
"B3GALT5","10317"
"CGNL1","84952"
"NET1","10276"
"TACC2","10579"
"ANKRD34C","390616"
"GLB1L","79411"
"ARVCF","421"
"HFM1","164045"
"RND3","390"
"SLC6A6","6533"
"CPPED1","55313"
"ZC3H12D","340152"
"ZNF792","126375"
"FOXO4","4303"
"EIF2AK3","9451"
"TLN2","83660"
"NAALADL2","254827"
"POU4F2","5458"
"STK16","8576"
"ARL13B","200894"
"SRPK3","26576"
"SMEK2",NA
"UNC13D","201294"
"MAP7D1","55700"
"SGTA","6449"
"CALB2","794"
"SIL1","64374"
"KLHL40","131377"
"LRRC27","80313"
"TMPRSS13","84000"
"MAGED2","10916"
"VPS39","23339"
"CALD1","800"
"PPP1R12C","54776"
"HOXB3","3213"
"ZNF8","7554"
"ADCY6","112"
"RAD51B","5890"
"PNKD","25953"
"SLFN5","162394"
"PRICKLE2","166336"
"SDR16C5","195814"
"SLC15A5","729025"
"TESPA1","9840"
"LRRC1","55227"
"ETV1","2115"
"GPR63","81491"
"LMLN","89782"
"PLCXD3","345557"
"OR2V1","26693"
"FRMPD4","9758"
"PHKA1","5255"
"HVCN1","84329"
"ITGAE","3682"
"UBXN10","127733"
"TNIK","23043"
"SPECC1L","23384"
"CBX6","23466"
"ZNF366","167465"
"MAMSTR","284358"
"PAN2","9924"
"PREPL","9581"
"SLC26A3","1811"
"ZMIZ2","83637"
"PGM5","5239"
"NGFR","4804"
"ZAR1L","646799"
"PSMF1","9491"
"LRRC28","123355"
"OR2G6","391211"
"CKM","1158"
"PLEKHF1","79156"
"SGCB","6443"
"AGPAT5","55326"
"EXOC3L4","91828"
"RNF19A","25897"
"ZC3H12C","85463"
"GRK4","2868"
"NT5C","30833"
"AXIN2","8313"
"SEC23B","10483"
"SIX4","51804"
"F2RL3","9002"
"C1orf86",NA
"INPP4A","3631"
"FSTL1","11167"
"KRT1","3848"
"PACSIN1","29993"
"CDKL2","8999"
"KIAA1737",NA
"ZFP57","346171"
"ZFYVE28","57732"
"WDR63","126820"
"PTPN21","11099"
"CCDC90B","60492"
"RNMTL1",NA
"PGK2","5232"
"FAM89A","375061"
"TJAP1","93643"
"MBOAT2","129642"
"C1RL","51279"
"CXCR3","2833"
"LTN1","26046"
"SLC9B2","133308"
"MAGEB16","139604"
"PIK3CG","5294"
"GLB1L2","89944"
"H2AFY","9555"
"PI15","51050"
"GPR17","2840"
"KCTD12","115207"
"IL16","3603"
"PRKCQ","5588"
"LZTFL1","54585"
"SFRP5","6425"
"ZNF287","57336"
"TFAP2B","7021"
"PSMD5","5711"
"SLC19A2","10560"
"BCOR","54880"
"CKAP2L","150468"
"ESRRG","2104"
"NR1H2","7376"
"NUCB2","4925"
"CALHM1","255022"
"PHF23","79142"
"DCDC2","51473"
"ESR2","2100"
"SCPEP1","59342"
"GLOD4","51031"
"GNL1","2794"
"MAD1L1","8379"
"DENND6B","414918"
"LYZL4","131375"
"PHOX2B","8929"
"CLEC19A","728276"
"MBD6","114785"
"MEIS2","4212"
"CSDE1","7812"
"PHF20","51230"
"MIER3","166968"
"EPCAM","4072"
"TTBK2","146057"
"N4BP2L2","10443"
"COMP","1311"
"GAP43","2596"
"ZNF865","100507290"
"PPARG","5468"
"ZNF805","390980"
"SLAMF9","89886"
"TMEM205","374882"
"SSTR4","6754"
"DEPDC5","9681"
"EMID1","129080"
"ASB8","140461"
"PKNOX1","5316"
"ZKSCAN7","55888"
"ADNP2","22850"
"TMEM25","84866"
"R3HCC1","203069"
"PTCHD2",NA
"DNAJC3","5611"
"ZBTB8B","728116"
"SLAMF1","6504"
"SLC8A1","6546"
"GPRIN1","114787"
"GNPAT","8443"
"CYB561","1534"
"TM2D3","80213"
"ANKZF1","55139"
"CSK","1445"
"CYorf17",NA
"ACAT1","38"
"SLC39A8","64116"
"FGG","2266"
"ZNF688","146542"
"TLR8","51311"
"APBA3","9546"
"DSTYK","25778"
"ZNF565","147929"
"SMEK1",NA
"TRPM5","29850"
"MIA","8190"
"KIAA1244",NA
"HAPLN1","1404"
"SPATS1","221409"
"PSD3","23362"
"RBM27","54439"
"NQO2","4835"
"RNF180","285671"
"SLC16A11","162515"
"GPRC5D","55507"
"PDPN","10630"
"OSCAR","126014"
"DIO2","1734"
"MOB3A","126308"
"MXI1","4601"
"LGI4","163175"
"SV2B","9899"
"C17orf97","400566"
"OCLN","100506658"
"INPP1","3628"
"KIT","3815"
"ELAC1","55520"
"ARAF","369"
"ZNF44","51710"
"OR52W1","120787"
"MAN2A1","4124"
"DDC","1644"
"FGF21","26291"
"PPP1R37","284352"
"TM4SF20","79853"
"CABYR","26256"
"RALYL","138046"
"CLCN6","1185"
"SLC26A7","115111"
"NAPEPLD","222236"
"FGD3","89846"
"WDR37","22884"
"FZD8","8325"
"ELOVL7","79993"
"IRF2BP2","359948"
"WNT8B","7479"
"DPYSL3","1809"
"RORC","6097"
"FTSJ1","24140"
"HAND2","9464"
"SSTR1","6751"
"LRP2BP","55805"
"FSIP2","401024"
"PPP2R2C","5522"
"DMRTA1","63951"
"CD28","940"
"LARP4B","23185"
"C3orf30",NA
"TLE2","7089"
"NRP1","8829"
"ITGAX","3687"
"SOX4","6659"
"TTLL10","254173"
"GOLGB1","2804"
"SRXN1","140809"
"TFE3","7030"
"GGN","199720"
"PITPNC1","26207"
"RNF112","7732"
"TBX2","6909"
"PIAS2","9063"
"FAM49A","81553"
"C11orf63",NA
"FOXR2","139628"
"CA3","761"
"NGB","58157"
"FBXO30","84085"
"USP44","84101"
"KLHDC4","54758"
"C9orf43","257169"
"MYH6","4624"
"SLC6A11","6538"
"HUS1B","135458"
"ADCK5","203054"
"PIK3R1","5295"
"ZSCAN32","54925"
"IMPG1","3617"
"IGF2R","3482"
"HOXA3","3200"
"IL18RAP","8807"
"MEFV","4210"
"ANKIB1","54467"
"TCL1B","9623"
"GPT","2875"
"RELL2","285613"
"SAT2","112483"
"PPP1R13L","10848"
"NFIL3","4783"
"CYB5RL","606495"
"ZNF783","100289678"
"SSH1","54434"
"NFE2L1","4779"
"CYP4V2","285440"
"OXER1","165140"
"KCNH6","81033"
"BMP15","9210"
"CXCR5","643"
"CD82","3732"
"RSPH9","221421"
"AHSA1","10598"
"ANKRD34A","284615"
"TNRC6C","57690"
"THBD","7056"
"EDN1","1906"
"TRIB1","10221"
"CADM4","199731"
"NPFFR1","64106"
"RIMS3","9783"
"CXXC11",NA
"SEMA4C","54910"
"SMYD1","150572"
"THAP8","199745"
"RTDR1",NA
"CD300LB","124599"
"PRELP","5549"
"PHLDB1","23187"
"PPP6R1","22870"
"EGLN2","112398"
"LEPR","3953"
"SNRK","54861"
"CDC42EP4","23580"
"IRF7","3665"
"RHBDL1","9028"
"CXorf22",NA
"ZSCAN20","7579"
"NOTCH4","4855"
"POU6F2","11281"
"TMEM150B","284417"
"TSNARE1","203062"
"KIAA1549","57670"
"SCUBE1","80274"
"TSTD1","100131187"
"CWH43","80157"
"SH3BP2","6452"
"WDR4","10785"
"CBL","867"
"TTC39A","22996"
"ZNFX1","57169"
"OR4E2","26686"
"SOSTDC1","25928"
"MS4A6A","64231"
"PAX6","5080"
"ARMC12","221481"
"ZKSCAN8","7745"
"TTYH2","94015"
"MFSD2A","84879"
"MTA1","9112"
"KCNK5","8645"
"SPEM1","374768"
"PLA2G15","23659"
"UBASH3B","84959"
"GJA10","84694"
"NLRP11","204801"
"CCDC150","284992"
"ODF3","113746"
"KCNMB2","10242"
"NCR3LG1","374383"
"PLEKHG1","57480"
"TNFRSF8","943"
"ZMYND15","84225"
"SH3TC2","79628"
"GLG1","2734"
"SLC22A9","114571"
"PRRT3","285368"
"CDH24","64403"
"DHX57","90957"
"SEC23A","10484"
"SFTA3","253970"
"MRAP","56246"
"AMOTL2","51421"
"PAQR9","344838"
"ZNF645",NA
"HPS4","89781"
"HDHD2","84064"
"CELF4","56853"
"GSR","2936"
"PTGER2","5732"
"KCNQ5","56479"
"ATG4D","84971"
"SELP","6403"
"LRIG3","121227"
"SLCO5A1","81796"
"STAT2","6773"
"RGS20","8601"
"BTG4","54766"
"GLRA3","8001"
"PHF16",NA
"ISG20","3669"
"DRD4","1815"
"EPN3","55040"
"ARHGEF39","84904"
"EPB41L5","57669"
"WNT6","7475"
"TMEM59","9528"
"AHR","196"
"CYP4X1","260293"
"SNX13","23161"
"CELF6","60677"
"GRK1","6011"
"GALNT10","55568"
"CHRNA2","1135"
"SPAST","6683"
"SYNGAP1","8831"
"C1orf63",NA
"PLCD1","5333"
"ENPP6","133121"
"DHRS1","115817"
"FFAR1","2864"
"PCYOX1L","78991"
"CMPK2","129607"
"PIR","8544"
"GABRR3","200959"
"COL8A1","1295"
"CKB","1152"
"RAVER2","55225"
"MFRP","83552"
"PTGER3","5733"
"ADAM8","101"
"HMGCL","3155"
"KISS1R","84634"
"SIAH2","6478"
"RAB36","9609"
"CNST","163882"
"FLYWCH1","84256"
"BSX","390259"
"PARP12","64761"
"KCNJ13","3769"
"3-Sep",NA
"USP28","57646"
"THEMIS","387357"
"TRPM8","79054"
"HMX2","3167"
"MKL2",NA
"RPS24","6229"
"MSH6","2956"
"NTAN1","123803"
"UNG","7374"
"CD27","939"
"KCNG2","26251"
"EPS8L1","54869"
"RFFL","117584"
"GPX3","2878"
"KRBOX1","100506243"
"ATP1B4","23439"
"SOBP","55084"
"CC2D2A","57545"
"PCIF1","63935"
"SLC10A1","6554"
"ZNF169","169841"
"BLOC1S5","63915"
"ATP2A1","487"
"ZNF275","10838"
"SLC36A2","153201"
"SLC25A41","284427"
"LMNB2","84823"
"MEGF9","1955"
"GCGR","2642"
"MYSM1","114803"
"DNALI1","7802"
"ABCB1","5243"
"GAD2","2572"
"SARM1","23098"
"C15orf38",NA
"SLC9A4","389015"
"LRRC2","79442"
"VAV3","10451"
"SNX33","257364"
"LRMP","4033"
"ABCG5","64240"
"SYNC","81493"
"CPA3","1359"
"TPP2","7174"
"DCLK3","85443"
"LCP2","3937"
"SLC16A12","387700"
"MFI2",NA
"SLC10A3","8273"
"TNFAIP1","7126"
"IRAK2","3656"
"ATP5S",NA
"ARHGDIG","398"
"IGSF22","283284"
"NAGA","4668"
"COLGALT2","23127"
"ARHGAP24","83478"
"FXYD3","5349"
"MYEOV2",NA
"C4BPA","722"
"RANBP10","57610"
"C14orf79",NA
"DNAJB5","25822"
"REEP6","92840"
"HEXDC",NA
"C2orf54",NA
"SRSF12","135295"
"IL1RAPL2","26280"
"ZDHHC22","283576"
"PRPSAP1","5635"
"PPAPDC1B",NA
"UPK2","7379"
"CLVS1","157807"
"SPOP","8405"
"PPP1R1B","84152"
"RIT2","6014"
"MTMR6","9107"
"PQLC2","54896"
"CACNA1H","8912"
"CALML4","91860"
"PDE1A","5136"
"C9orf64","84267"
"CDR2","1039"
"C10orf128",NA
"RAPGEF3","10411"
"RASA1","5921"
"TRIM5","85363"
"OSR1","130497"
"SERINC5","256987"
"CFI","3426"
"SGCD","6444"
"NAGPA","51172"
"FAM193B","54540"
"SLC38A9","153129"
"PTPLA",NA
"GOLGA5","9950"
"ID4","3400"
"PHTF1","10745"
"RNF216","54476"
"CRAMP1L",NA
"SLC35B3","51000"
"MEF2A","4205"
"ING4","51147"
"ALOX5","240"
"TFF1","7031"
"BRWD3","254065"
"TTC34","100287898"
"PTPRB","5787"
"C9orf53",NA
"DCLK1","9201"
"SHC3","53358"
"MTM1","4534"
"MSRB2","22921"
"ZNF703","80139"
"TMOD4","29765"
"ABHD16B","140701"
"SYDE2","84144"
"ENKD1","84080"
"BTBD7","55727"
"ZNF710","374655"
"TRPV4","59341"
"ENPP7","339221"
"HRC","3270"
"KLK11","11012"
"RSPO4","343637"
"TRPA1","8989"
"SLC2A13","114134"
"TUBB3","10381"
"TMEM143","55260"
"WDR5B","54554"
"GPC5","2262"
"HMCN1","83872"
"RNF113B","140432"
"C2","717"
"MPZL3","196264"
"ALS2CR12",NA
"ANO6","196527"
"CCDC3","83643"
"GJB1","2705"
"CAMSAP2","23271"
"WBP2","23558"
"AVL9","23080"
"CCDC177","56936"
"DOPEY1",NA
"C10orf112",NA
"PDE6D","5147"
"GJB2","2706"
"KCNK13","56659"
"CALHM3","119395"
"SVEP1","79987"
"POU3F3","5455"
"ABR","29"
"C19orf81","342918"
"ENTPD1","953"
"BTN2A2","10385"
"GMPPA","29926"
"SYT4","6860"
"SCARF2","91179"
"NAPSA","9476"
"ATG7","10533"
"CAPRIN1","4076"
"ANKRD50","57182"
"ZWINT","11130"
"DIO3","1735"
"DTHD1","401124"
"SPIRE1","56907"
"EDEM1","9695"
"B3GNT3","10331"
"CLPTM1L","81037"
"GCN1L1",NA
"INO80D","54891"
"USP16","10600"
"MOGAT3","346606"
"PIBF1","10464"
"DES","1674"
"RANGRF","29098"
"FAM131A","131408"
"WNT7A","7476"
"LRRC55","219527"
"IPP","3652"
"OR2M4","26245"
"TRIM68","55128"
"PGAM5","192111"
"UBE3B","89910"
"ZG16","653808"
"ZNF599","148103"
"HSD3B7","80270"
"FNBP1L","54874"
"SEC24A","10802"
"ITSN1","6453"
"SPACA7","122258"
"P2RY10","27334"
"ALDH5A1","7915"
"DNASE2B","58511"
"PTMA","5757"
"RPA4","29935"
"GABBR2","9568"
"PCDH9","5101"
"C18orf63","644041"
"PTK2B","2185"
"DUS3L","56931"
"CCDC96","257236"
"CCDC180","100499483"
"SIK2","23235"
"POMT2","29954"
"SH2B3","10019"
"ZNF843","283933"
"MAN2B2","23324"
"P4HTM","54681"
"MDM4","4194"
"ZMYND12","84217"
"CEP164","22897"
"CLDN7","1366"
"KIAA1210","57481"
"IL19","29949"
"NUDT12","83594"
"DECR2","26063"
"PALM2","114299"
"PEMT","10400"
"C20orf141","128653"
"RNF39","80352"
"DYM","54808"
"DSC2","1824"
"CGN","57530"
"CXorf64",NA
"CCHCR1","54535"
"EDARADD","128178"
"FAM175B",NA
"INA","9118"
"STK32A","202374"
"WNT2","7472"
"C15orf26",NA
"TAS1R3","83756"
"MYL4","4635"
"TMEM116","89894"
"PIK3CA","5290"
"NLGN2","57555"
"DNAJC16","23341"
"RNF150","57484"
"FAM194A",NA
"P2RX1","5023"
"DEK","7913"
"ZNF233","353355"
"FLI1","2313"
"KIAA1147","57189"
"TMEM170A","124491"
"KCNA4","3739"
"TRPC7","57113"
"TAF15","8148"
"RUNDC3B","154661"
"TEX22","647310"
"SSBP2","23635"
"MYO1A","4640"
"CTDSPL","10217"
"EXOG","9941"
"IL4I1","259307"
"ZNF12","7559"
"LYPD6B","130576"
"SLITRK3","22865"
"FGF23","8074"
"KLHL1","57626"
"OR51S1","119692"
"C6orf222","389384"
"ASPDH","554235"
"MOB3C","148932"
"SLAIN2","57606"
"SULF1","23213"
"KLHL18","23276"
"BCKDK","10295"
"SIGMAR1","10280"
"CD4","920"
"UNC79","57578"
"LZTR1","8216"
"CCDC15","80071"
"AIMP2","7965"
"AMMECR1","9949"
"SSH2","85464"
"CACUL1","143384"
"FAM64A",NA
"C1orf159","54991"
"FAT4","79633"
"KLK9","284366"
"ABCF2","10061"
"GLT6D1","360203"
"LAMB4","22798"
"COLEC12","81035"
"FYTTD1","84248"
"PIK3C2G","5288"
"SFXN2","118980"
"AGMO","392636"
"ZP1","22917"
"DZIP3","9666"
"LRRC23","10233"
"SOX13","9580"
"MBTPS1","8720"
"TTYH3","80727"
"LONRF3","79836"
"PRKD1","5587"
"CYB5R2","51700"
"NXPH2","11249"
"HOXA1","3198"
"SERINC2","347735"
"CD300LG","146894"
"FKBP4","2288"
"PACS2","23241"
"ACOT13","55856"
"MAT2B","27430"
"TMEM18","129787"
"GPBP1","65056"
"MAL","4118"
"MAML3","55534"
"SERPINA3","12"
"PACSIN2","11252"
"CPNE7","27132"
"PTPRM","5797"
"RASAL2","9462"
"KIAA1328","57536"
"FTSJD1",NA
"ABCC2","1244"
"PSTPIP2","9050"
"TMEM131","23505"
"ISLR","3671"
"USP38","84640"
"EPHA8","2046"
"ATP6V0D2","245972"
"TEX2","55852"
"OTOA","146183"
"PRG2","5553"
"PRR22","163154"
"CLPB","81570"
"AWAT1","158833"
"SIDT2","51092"
"C7orf57","136288"
"FAM120C","54954"
"FAM122B","159090"
"KIAA0226L",NA
"ARR3","407"
"EPB41","2035"
"MESDC1",NA
"CYP4F22","126410"
"APOA5","116519"
"NAA60","79903"
"RNF151","146310"
"SAMD4A","23034"
"CAGE1","285782"
"RAI2","10742"
"CNTN3","5067"
"ZNF304","57343"
"ITGB8","3696"
"CAMSAP1","157922"
"ACSM3","6296"
"PORCN","64840"
"GFRA3","2676"
"GYG2","8908"
"BPIFA1","51297"
"LRRC30","339291"
"BHLHE41","79365"
"PLD6","201164"
"TFDP2","7029"
"SCARA3","51435"
"CLPX","10845"
"ACTRT3","84517"
"MXRA8","54587"
"FST","10468"
"SLCO6A1","133482"
"MTF1","4520"
"SCARA5","286133"
"PBX4","80714"
"SAMD9L","219285"
"VAC14","55697"
"GABRQ","55879"
"KCNH7","90134"
"MOB3B","79817"
"ANKRD28","23243"
"MICALCL","84953"
"RILPL1","353116"
"CASK","8573"
"NAV2","89797"
"ENPP4","22875"
"DCLK2","166614"
"SP8","221833"
"MOSPD2","158747"
"RBFOX3","146713"
"TCF15","6939"
"CIDEC","63924"
"FOXP2","93986"
"INHBA","3624"
"CTNND2","1501"
"CHD7","55636"
"DRG2","1819"
"CALU","813"
"IDE","3416"
"SPAG1","6674"
"PRF1","5551"
"ABCA1","19"
"GIP","2695"
"LRRC38","126755"
"MMP10","4319"
"NFKB1","4790"
"TET3","200424"
"CCKBR","887"
"CCDC47","57003"
"CLASP2","23122"
"PEX14","5195"
"CCDC36","339834"
"TCEB3B",NA
"KLK8","11202"
"C19orf38","255809"
"CADM1","23705"
"TRIM2","23321"
"PLBD2","196463"
"TMEM88","92162"
"DDHD2","23259"
"DBX2","440097"
"RUNX1","861"
"TP53I3","9540"
"ARSD","414"
"ARF5","381"
"ADIPOR1","51094"
"ZAN","7455"
"GPLD1","2822"
"ZGLP1","100125288"
"PPM1L","151742"
"PINLYP","390940"
"TRMT2B","79979"
"NHSL2","340527"
"HAPLN3","145864"
"BCL2L14","79370"
"RPRM","56475"
"NEK8","284086"
"ALPL","249"
"ESRP1","54845"
"HLA-DMB","3109"
"NLRP3","114548"
"TMPRSS9","360200"
"LPCAT4","254531"
"MEGF6","1953"
"GLRA1","2741"
"CLIP4","79745"
"MYB","4602"
"HLA-DOB","3112"
"CACNG4","27092"
"CCSER2","54462"
"CHRNA6","8973"
"SLC22A23","63027"
"COL6A5","256076"
"CR2","1380"
"HEYL","26508"
"ERCC8","1161"
"KAT2B","8850"
"RPTN","126638"
"OTOP2","92736"
"BBX","56987"
"WDR81","124997"
"RASGEF1A","221002"
"OR4K17","390436"
"MMRN2","79812"
"HOXB6","3216"
"MAPK7","5598"
"KRT73","319101"
"FANCB","2187"
"GPR128",NA
"GOLPH3L","55204"
"TFCP2L1","29842"
"FPR1","2357"
"SOWAHA","134548"
"TIMM17B","10245"
"CPT1A","1374"
"CDH18","1016"
"TMC2","117532"
"AFMID","125061"
"NCR1","9437"
"SLC26A5","375611"
"KCNA5","3741"
"JAG2","3714"
"TMEM246","84302"
"LUZP4","51213"
"P4HA2","8974"
"C10orf82","143379"
"SERPINE1","5054"
"ASTE1","28990"
"TMEM139","135932"
"TP73","7161"
"CTNNA1","1495"
"SLC22A18","5002"
"LIM2","3982"
"GPR137C","283554"
"CD74","972"
"TNR","7143"
"PLA2G3","50487"
"COL25A1","84570"
"AKAP9","10142"
"AP3S2","10239"
"AXL","558"
"HTR7","3363"
"DAGLB","221955"
"PEX11G","92960"
"PRLHR","2834"
"ABP1",NA
"MMAB","326625"
"ZBTB47","92999"
"AJUBA","84962"
"LRRC56","115399"
"CLN5","1203"
"RIBC2","26150"
"SEZ6L","23544"
"AP4M1","9179"
"ZNF256","10172"
"FBXO34","55030"
"IGF2","3481"
"TGFBRAP1","9392"
"WNK2","65268"
"MAGEB5","347541"
"HTR2C","3358"
"MACC1","346389"
"MIOX","55586"
"SCN5A","6331"
"DYTN","391475"
"CHIA","27159"
"WWC2","80014"
"LTF","4057"
"LOX","4015"
"GPIHBP1","338328"
"TMEM55B",NA
"TBX3","6926"
"PPP2R1B","5519"
"MAGEB17","645864"
"NIPAL4","348938"
"NOSTRIN","115677"
"SPRED2","200734"
"SLC6A18","348932"
"DMKN","93099"
"IZUMO1","284359"
"CCND2","894"
"NLRX1","79671"
"FNDC1","84624"
"POU4F3","5459"
"FRMPD1","22844"
"SPAG17","200162"
"ADAM17","6868"
"SLC35F2","54733"
"FBXL8","55336"
"GYS2","2998"
"PBLD","64081"
"PCDH12","51294"
"MSANTD1","345222"
"METRN","79006"
"ASXL2","55252"
"RASGRP4","115727"
"DPF3","8110"
"GYPC","2995"
"GSK3B","2932"
"TGM1","7051"
"DQX1","165545"
"PVR","5817"
"RADIL","55698"
"CLSPN","63967"
"C17orf107","100130311"
"THPO","7066"
"PRR26","414235"
"DNAH10","196385"
"DNAJC13","23317"
"FILIP1","27145"
"F2R","2149"
"MAP4K3","8491"
"C3orf22","152065"
"TRIM71","131405"
"GSX1","219409"
"DMPK","1760"
"CNTNAP4","85445"
"PHKG2","5261"
"MPDU1","9526"
"PRKCH","5583"
"CCDC104",NA
"ABCA9","10350"
"CBLN2","147381"
"RSPRY1","89970"
"DNAAF1","123872"
"MTUS1","57509"
"DOCK4","9732"
"NPAS1","4861"
"MPZL2","10205"
"HACL1","26061"
"HPSE","10855"
"LIPA","3988"
"IGSF11","152404"
"STRN","6801"
"MCCC1","56922"
"TCTE1","202500"
"UNC13B","10497"
"DMRTA2","63950"
"EZR","7430"
"SPSB1","80176"
"CSRP1","1465"
"SWSAP1","126074"
"F10","2159"
"IFNAR2","3455"
"DEDD2","162989"
"PLXNA4","91584"
"XIRP2","129446"
"WDR11","55717"
"BAG3","9531"
"MAGEC3","139081"
"KLHL41","10324"
"S100A1","6271"
"PXK","54899"
"PROX2","283571"
"ATP7A","538"
"ATP8B2","57198"
"EPHA6","285220"
"HADH","3033"
"BAZ2B","29994"
"PIEZO2","63895"
"FOXD3","27022"
"LHX8","431707"
"ARSK","153642"
"KIAA0319","9856"
"SGOL2",NA
"ARHGEF28","64283"
"ENPP2","5168"
"ACTN2","88"
"SLCO4C1","353189"
"DSEL","92126"
"PAPPA2","60676"
"STK40","83931"
"LCORL","254251"
"FAM5C",NA
"TMEM59L","25789"
"PDE6C","5146"
"PLIN5","440503"
"SOCS1","8651"
"PCSK6","5046"
"TUSC3","7991"
"CHD6","84181"
"GMPR2","51292"
"P2RX7","5027"
"IL7R","3575"
"MYL5","4636"
"CD40LG","959"
"C12orf66","144577"
"A4GNT","51146"
"VILL","50853"
"NOTO","344022"
"OR1B1","347169"
"VSTM2B","342865"
"KHDC3L","154288"
"SERPINA6","866"
"C11orf42","160298"
"CLCN4","1183"
"C21orf58","54058"
"ASXL3","80816"
"PREP","5550"
"CHST13","166012"
"KCTD5","54442"
"MUM1",NA
"ISYNA1","51477"
"KLHDC8B","200942"
"TRDMT1","1787"
"TMEM2",NA
"ASB7","140460"
"IDO2","169355"
"LEPREL1",NA
"N4BP2","55728"
"DSCR3",NA
"CUL4B","8450"
"SIGIRR","59307"
"TMEM72","643236"
"KIAA2026","158358"
"TENM2","57451"
"ZNF628","89887"
"TMEM8C",NA
"RELB","5971"
"PDE4B","5142"
"TPPP2","122664"
"COL3A1","1281"
"TNFSF14","8740"
"PRTG","283659"
